polynomial,polynomial_reconstructed,factors,term_0,term_1,term_2,term_3,term_4,term_5,term_6,gcd,zero_terms,galois_group,discriminant
x^5 - 7*x^4 + 11*x^3 + 7*x^2 - x + 1,(43/2)*x^6 + (-168)*x^5 + (270)*x^4 + (80)*x^3 + (195)*x^2 + (-93)*x^1 + (-33/2),(43/2) * (x^6 - 336/43*x^5 + 540/43*x^4 + 160/43*x^3 + 390/43*x^2 - 186/43*x - 33/43),43/2,-168,270,80,195,-93,-33/2,1/2,0,F(5),5618000
x^5 - 7*x^4 + 14*x^3 - 2*x^2 - 3*x + 1,(14)*x^6 + (-132)*x^5 + (318)*x^4 + (-228)*x^3 + (174)*x^2 + (-96)*x^1 + (14),(14) * (x^6 - 66/7*x^5 + 159/7*x^4 - 114/7*x^3 + 87/7*x^2 - 48/7*x + 1),14,-132,318,-228,174,-96,14,2,0,F(5),562432
x^5 - 7*x^4 + 16*x^3 - 8*x^2 - x + 1,(9)*x^6 + (-108)*x^5 + (315)*x^4 + (-330)*x^3 + (225)*x^2 + (-108)*x^1 + (21),(9) * (x^6 - 12*x^5 + 35*x^4 - 110/3*x^3 + 25*x^2 - 12*x + 7/3),9,-108,315,-330,225,-108,21,3,0,F(5),162000
x^5 - 7*x^4 + 19*x^3 - 5*x^2 - x + 1,(3/2)*x^6 + (-162)*x^5 + (504)*x^4 + (-264)*x^3 + (171)*x^2 + (-135)*x^1 + (27/2),(3/2) * (x^6 - 108*x^5 + 336*x^4 - 176*x^3 + 114*x^2 - 90*x + 9),3/2,-162,504,-264,171,-135,27/2,3/2,0,F(5),31608144
x^5 - 7*x^4 + 21*x^3 - 23*x^2 + 9*x + 1,(-7/2)*x^6 + (-48)*x^5 + (285)*x^4 + (-550)*x^3 + (615)*x^2 + (-468)*x^1 + (277/2),(-7/2) * (x^6 + 96/7*x^5 - 570/7*x^4 + 1100/7*x^3 - 1230/7*x^2 + 936/7*x - 277/7),-7/2,-48,285,-550,615,-468,277/2,1/2,0,F(5),9522000
x^5 - 6*x^4 - 18*x^3 + 12*x^2 + 8*x + 1,(81)*x^6 + (72)*x^5 + (474)*x^4 + (-121)*x^3 + (522)*x^2 + (279)*x^1 + (34),(81) * (x^6 + 8/9*x^5 + 158/27*x^4 - 121/81*x^3 + 58/9*x^2 + 31/9*x + 34/81),81,72,474,-121,522,279,34,1,0,F(5),11122069
x^5 - 5*x^4 - 20*x^3 + 5*x + 1,(75)*x^6 + (150)*x^5 + (525)*x^4 + (150)*x^3 + (225)*x^2 + (150)*x^1 + (25),(75) * (x^6 + 2*x^5 + 7*x^4 + 2*x^3 + 3*x^2 + 2*x + 1/3),75,150,525,150,225,150,25,25,0,F(5),2450000
x^5 - 5*x^4 + 20*x^2 - 5*x + 1,(25)*x^6 + (-150)*x^5 + (225)*x^4 + (-200)*x^3 + (675)*x^2 + (-150)*x^1 + (-25),(25) * (x^6 - 6*x^5 + 9*x^4 - 8*x^3 + 27*x^2 - 6*x - 1),25,-150,225,-200,675,-150,-25,25,0,F(5),800000
x^5 - 5*x^4 + 6*x^3 + 22*x^2 + 13*x + 1,(10)*x^6 + (-210)*x^5 + (24)*x^4 + (694)*x^3 + (684)*x^2 + (384)*x^1 + (114),(10) * (x^6 - 21*x^5 + 12/5*x^4 + 347/5*x^3 + 342/5*x^2 + 192/5*x + 57/5),10,-210,24,694,684,384,114,2,0,F(5),84399952
x^5 - 5*x^4 + 10*x^3 - 10*x^2 + 5*x + 1,(0)*x^6 + (0)*x^5 + (0)*x^4 + (-50)*x^3 + (150)*x^2 + (-150)*x^1 + (50),(-50) * (x - 1)^3,0,0,0,-50,150,-150,50,50,3,F(5),50000
x^5 - 5*x^4 + 15*x^3 - 25*x^2 + 25*x + 1,(-25/2)*x^6 + (75)*x^5 + (-225)*x^4 + (100)*x^3 + (450)*x^2 + (-1050)*x^1 + (1375/2),(-25/2) * (x^6 - 6*x^5 + 18*x^4 - 8*x^3 - 36*x^2 + 84*x - 55),-25/2,75,-225,100,450,-1050,1375/2,25/2,0,F(5),68450000
x^5 - 5*x^4 + 20*x^3 - 4*x^2 + x + 1,(-25)*x^6 + (-120)*x^5 + (555)*x^4 + (-150)*x^3 + (69)*x^2 + (-156)*x^1 + (11),(-25) * (x^6 + 24/5*x^5 - 111/5*x^4 + 6*x^3 - 69/25*x^2 + 156/25*x - 11/25),-25,-120,555,-150,69,-156,11,1,0,F(5),192944592
x^5 - 5*x^4 + 20*x^3 - 5*x + 1,(-25)*x^6 + (-150)*x^5 + (675)*x^4 + (-200)*x^3 + (225)*x^2 + (-150)*x^1 + (25),(-25) * (x^6 + 6*x^5 - 27*x^4 + 8*x^3 - 9*x^2 + 6*x - 1),-25,-150,675,-200,225,-150,25,25,0,F(5),800000
x^5 - 3*x^4 - 5*x^3 + 15*x^2 + 8*x + 1,(43/2)*x^6 + (-90)*x^5 + (-15)*x^4 + (-7)*x^3 + (885/2)*x^2 + (435/2)*x^1 + (53/2),(43/2) * (x^6 - 180/43*x^5 - 30/43*x^4 - 14/43*x^3 + 885/43*x^2 + 435/43*x + 53/43),43/2,-90,-15,-7,885/2,435/2,53/2,1/2,0,F(5),44217
x^5 - 3*x^4 - 2*x^3 + 14*x^2 - 7*x + 1,(14)*x^6 + (-96)*x^5 + (174)*x^4 + (-228)*x^3 + (318)*x^2 + (-132)*x^1 + (14),(14) * (x^6 - 48/7*x^5 + 87/7*x^4 - 114/7*x^3 + 159/7*x^2 - 66/7*x + 1),14,-96,174,-228,318,-132,14,2,0,F(5),562432
x^5 - 3*x^4 + 2*x^3 - 8*x^2 + 17*x + 1,(4)*x^6 + (51)*x^5 + (-285)*x^4 + (300)*x^3 + (90)*x^2 + (-219)*x^1 + (309),(4) * (x^6 + 51/4*x^5 - 285/4*x^4 + 75*x^3 + 45/2*x^2 - 219/4*x + 309/4),4,51,-285,300,90,-219,309,1,0,F(5),23762000
x^5 - 3*x^4 + 2*x^3 + 2*x^2 + 23*x + 1,(4)*x^6 + (-24)*x^5 + (-330)*x^4 + (466)*x^3 + (-18)*x^2 + (54)*x^1 + (524),(4) * (x^6 - 6*x^5 - 165/2*x^4 + 233/2*x^3 - 9/2*x^2 + 27/2*x + 131),4,-24,-330,466,-18,54,524,2,0,F(5),1908366928
x^5 - 3*x^4 + 11*x^3 - 25*x^2 + 19*x + 1,(-37/2)*x^6 + (138)*x^5 + (-216)*x^4 + (-176)*x^3 + (669)*x^2 + (-795)*x^1 + (847/2),(-37/2) * (x^6 - 276/37*x^5 + 432/37*x^4 + 352/37*x^3 - 1338/37*x^2 + 1590/37*x - 847/37),-37/2,138,-216,-176,669,-795,847/2,1/2,0,F(5),130800592
x^5 - 3*x^4 + 19*x^3 - 15*x^2 + 14*x + 1,(-77/2)*x^6 + (27)*x^5 + (264)*x^4 + (-301)*x^3 + (-33/2)*x^2 + (-915/2)*x^1 + (467/2),(-77/2) * (x^6 - 54/77*x^5 - 48/7*x^4 + 86/11*x^3 + 3/7*x^2 + 915/77*x - 467/77),-77/2,27,264,-301,-33/2,-915/2,467/2,1/2,0,F(5),2318783697
x^5 - 3*x^4 + 22*x^3 + 12*x^2 + 17*x + 1,(-46)*x^6 + (-189)*x^5 + (525)*x^4 + (860)*x^3 + (-300)*x^2 + (141)*x^1 + (259),(-46) * (x^6 + 189/46*x^5 - 525/46*x^4 - 430/23*x^3 + 150/23*x^2 - 141/46*x - 259/46),-46,-189,525,860,-300,141,259,1,0,F(5),17111250000
x^5 - 2*x^4 + 6*x^3 + 2*x^2 + 4*x + 1,(-11)*x^6 + (-33)*x^5 + (0)*x^4 + (55)*x^3 + (0)*x^2 + (-33)*x^1 + (11),(-11) * (x^2 + x - 1)^3,-11,-33,0,55,0,-33,11,11,2,F(5),1830125
x^5 - x^4 - 8*x^3 + 16*x^2 - 7*x + 1,(21)*x^6 + (-108)*x^5 + (225)*x^4 + (-330)*x^3 + (315)*x^2 + (-108)*x^1 + (9),(21) * (x^6 - 36/7*x^5 + 75/7*x^4 - 110/7*x^3 + 15*x^2 - 36/7*x + 3/7),21,-108,225,-330,315,-108,9,3,0,F(5),162000
x^5 - x^4 - 5*x^3 + 19*x^2 - 7*x + 1,(27/2)*x^6 + (-135)*x^5 + (171)*x^4 + (-264)*x^3 + (504)*x^2 + (-162)*x^1 + (3/2),(27/2) * (x^6 - 10*x^5 + 38/3*x^4 - 176/9*x^3 + 112/3*x^2 - 12*x + 1/9),27/2,-135,171,-264,504,-162,3/2,3/2,0,F(5),31608144
x^5 - x^4 + x^2 + 3*x + 1,(1)*x^6 + (-15/2)*x^5 + (-87/2)*x^4 + (-4)*x^3 + (33/2)*x^2 + (9/2)*x^1 + (13/2),x^6 - 15/2*x^5 - 87/2*x^4 - 4*x^3 + 33/2*x^2 + 9/2*x + 13/2,1,-15/2,-87/2,-4,33/2,9/2,13/2,1,0,F(5),44217
x^5 - x^4 + 7*x^3 + 11*x^2 - 7*x + 1,(-33/2)*x^6 + (-93)*x^5 + (195)*x^4 + (80)*x^3 + (270)*x^2 + (-168)*x^1 + (43/2),(-33/2) * (x^6 + 62/11*x^5 - 130/11*x^4 - 160/33*x^3 - 180/11*x^2 + 112/11*x - 43/33),-33/2,-93,195,80,270,-168,43/2,1/2,0,F(5),5618000
x^5 - x^4 + 12*x^3 - 14*x^2 + 3*x + 1,(-29)*x^6 + (87)*x^5 + (150)*x^4 + (-340)*x^3 + (255)*x^2 + (-153)*x^1 + (44),(-29) * (x^6 - 3*x^5 - 150/29*x^4 + 340/29*x^3 - 255/29*x^2 + 153/29*x - 44/29),-29,87,150,-340,255,-153,44,1,0,F(5),9522000
x^5 - x^4 + 17*x^3 + x^2 + 3*x + 1,(-83/2)*x^6 + (-33)*x^5 + (390)*x^4 + (30)*x^3 + (-60)*x^2 + (-123)*x^1 + (13/2),(-83/2) * (x^6 + 66/83*x^5 - 780/83*x^4 - 60/83*x^3 + 120/83*x^2 + 246/83*x - 13/83),-83/2,-33,390,30,-60,-123,13/2,1/2,0,F(5),157216000
x^5 - 10*x^3 + 20*x + 1,(25)*x^6 + (0)*x^5 + (-150)*x^4 + (-25)*x^3 + (300)*x^2 + (75)*x^1 + (400),(25) * (x^6 - 6*x^4 - x^3 + 12*x^2 + 3*x + 16),25,0,-150,-25,300,75,400,25,1,F(5),50403125
x^5 + 5*x^3 + 5*x + 1,(-25/2)*x^6 + (0)*x^5 + (-75/2)*x^4 + (-25)*x^3 + (-75/2)*x^2 + (-75/2)*x^1 + (25),(-25/2) * (x + 1) * (x^5 - x^4 + 4*x^3 - 2*x^2 + 5*x - 2),-25/2,0,-75/2,-25,-75/2,-75/2,25,25/2,1,F(5),78125
x^5 + 10*x^3 + 20*x + 1,(-25)*x^6 + (0)*x^5 + (-150)*x^4 + (-25)*x^3 + (-300)*x^2 + (-75)*x^1 + (400),(-25) * (x^6 + 6*x^4 + x^3 + 12*x^2 + 3*x - 16),-25,0,-150,-25,-300,-75,400,25,1,F(5),52003125
x^5 + x^4 - 14*x^3 - 6*x^2 + 3*x + 1,(36)*x^6 + (24)*x^5 + (258)*x^4 + (122)*x^3 + (102)*x^2 + (78)*x^1 + (24),(36) * (x^6 + 2/3*x^5 + 43/6*x^4 + 61/18*x^3 + 17/6*x^2 + 13/6*x + 2/3),36,24,258,122,102,78,24,2,0,F(5),19120976
x^5 + x^4 - 11*x^3 - 9*x^2 + x + 1,(57/2)*x^6 + (51)*x^5 + (180)*x^4 + (166)*x^3 + (123)*x^2 + (69)*x^1 + (47/2),(57/2) * (x^6 + 34/19*x^5 + 120/19*x^4 + 332/57*x^3 + 82/19*x^2 + 46/19*x + 47/57),57/2,51,180,166,123,69,47/2,1/2,0,F(5),6889792
x^5 + x^4 - 9*x^3 - 11*x^2 + x + 1,(47/2)*x^6 + (69)*x^5 + (123)*x^4 + (166)*x^3 + (180)*x^2 + (51)*x^1 + (57/2),(47/2) * (x^6 + 138/47*x^5 + 246/47*x^4 + 332/47*x^3 + 360/47*x^2 + 102/47*x + 57/47),47/2,69,123,166,180,51,57/2,1/2,0,F(5),6889792
x^5 + x^4 - 4*x^3 + 20*x^2 - 5*x + 1,(11)*x^6 + (-156)*x^5 + (69)*x^4 + (-150)*x^3 + (555)*x^2 + (-120)*x^1 + (-25),(11) * (x^6 - 156/11*x^5 + 69/11*x^4 - 150/11*x^3 + 555/11*x^2 - 120/11*x - 25/11),11,-156,69,-150,555,-120,-25,1,0,F(5),192944592
x^5 + x^4 + 2*x^3 + 4*x^2 + x + 1,(-4)*x^6 + (-27)*x^5 + (-15)*x^4 + (-16)*x^3 + (6)*x^2 + (-9)*x^1 + (-9),(-4) * (x^6 + 27/4*x^5 + 15/4*x^4 + 4*x^3 - 3/2*x^2 + 9/4*x + 9/4),-4,-27,-15,-16,6,-9,-9,1,0,F(5),35152
x^5 + x^4 + 4*x^3 + 2*x^2 + x + 1,(-9)*x^6 + (-9)*x^5 + (6)*x^4 + (-16)*x^3 + (-15)*x^2 + (-27)*x^1 + (-4),(-9) * (x^6 + x^5 - 2/3*x^4 + 16/9*x^3 + 5/3*x^2 + 3*x + 4/9),-9,-9,6,-16,-15,-27,-4,1,0,F(5),35152
x^5 + x^4 + 8*x^3 - x^2 + 7*x + 1,(-19)*x^6 + (39/2)*x^5 + (-15/2)*x^4 + (-90)*x^3 + (-195/2)*x^2 + (-141/2)*x^1 + (103/2),(-19) * (x^6 - 39/38*x^5 + 15/38*x^4 + 90/19*x^3 + 195/38*x^2 + 141/38*x - 103/38),-19,39/2,-15/2,-90,-195/2,-141/2,103/2,1/2,0,F(5),15962337
x^5 + 3*x^4 - 14*x^3 + 12*x^2 - x + 1,(44)*x^6 + (-153)*x^5 + (255)*x^4 + (-340)*x^3 + (150)*x^2 + (87)*x^1 + (-29),(44) * (x^6 - 153/44*x^5 + 255/44*x^4 - 85/11*x^3 + 75/22*x^2 + 87/44*x - 29/44),44,-153,255,-340,150,87,-29,1,0,F(5),9522000
x^5 + 3*x^4 - 13*x^3 + x^2 + 5*x + 1,(83/2)*x^6 + (-66)*x^5 + (174)*x^4 + (-156)*x^3 + (54)*x^2 + (105)*x^1 + (45/2),(83/2) * (x^6 - 132/83*x^5 + 348/83*x^4 - 312/83*x^3 + 108/83*x^2 + 210/83*x + 45/83),83/2,-66,174,-156,54,105,45/2,1/2,0,F(5),2382032
x^5 + 3*x^4 - 10*x^3 - 25*x^2 - 8*x + 1,(34)*x^6 + (285/2)*x^5 + (765/2)*x^4 + (643)*x^3 + (1545/2)*x^2 + (375)*x^1 + (253/2),(34) * (x^6 + 285/68*x^5 + 45/4*x^4 + 643/34*x^3 + 1545/68*x^2 + 375/34*x + 253/68),34,285/2,765/2,643,1545/2,375,253/2,1/2,0,F(5),227381317
x^5 + 3*x^4 - 9*x^3 - 23*x^2 + 9*x + 1,(63/2)*x^6 + (132)*x^5 + (90)*x^4 + (200)*x^3 + (870)*x^2 + (-243)*x^1 + (277/2),(63/2) * (x^6 + 88/21*x^5 + 20/7*x^4 + 400/63*x^3 + 580/21*x^2 - 54/7*x + 277/63),63/2,132,90,200,870,-243,277/2,1/2,0,F(5),108578000
x^5 + 3*x^4 - 6*x^3 - 14*x^2 + x + 1,(24)*x^6 + (78)*x^5 + (102)*x^4 + (122)*x^3 + (258)*x^2 + (24)*x^1 + (36),(24) * (x^6 + 13/4*x^5 + 17/4*x^4 + 61/12*x^3 + 43/4*x^2 + x + 3/2),24,78,102,122,258,24,36,2,0,F(5),19120976
x^5 + 3*x^4 + x^3 - x + 1,(13/2)*x^6 + (9/2)*x^5 + (33/2)*x^4 + (-4)*x^3 + (-87/2)*x^2 + (-15/2)*x^1 + (1),(13/2) * (x^6 + 9/13*x^5 + 33/13*x^4 - 8/13*x^3 - 87/13*x^2 - 15/13*x + 2/13),13/2,9/2,33/2,-4,-87/2,-15/2,1,1,0,F(5),44217
x^5 + 3*x^4 + x^3 + 17*x^2 - x + 1,(13/2)*x^6 + (-123)*x^5 + (-60)*x^4 + (30)*x^3 + (390)*x^2 + (-33)*x^1 + (-83/2),(13/2) * (x^6 - 246/13*x^5 - 120/13*x^4 + 60/13*x^3 + 60*x^2 - 66/13*x - 83/13),13/2,-123,-60,30,390,-33,-83/2,1/2,0,F(5),157216000
x^5 + 3*x^4 + 6*x^3 + 2*x^2 + 19*x + 1,(-6)*x^6 + (12)*x^5 + (-240)*x^4 + (-400)*x^3 + (-210)*x^2 + (12)*x^1 + (356),(-6) * (x^6 - 2*x^5 + 40*x^4 + 200/3*x^3 + 35*x^2 - 2*x - 178/3),-6,12,-240,-400,-210,12,356,2,0,F(5),640000000
x^5 + 3*x^4 + 6*x^3 + 22*x^2 + 9*x + 1,(-6)*x^6 + (-138)*x^5 + (-180)*x^4 + (50)*x^3 + (600)*x^2 + (252)*x^1 + (26),(-6) * (x^6 + 23*x^5 + 30*x^4 - 25/3*x^3 - 100*x^2 - 42*x - 13/3),-6,-138,-180,50,600,252,26,2,0,F(5),5618000
x^5 + 4*x^4 + 2*x^3 + 6*x^2 - 2*x + 1,(11)*x^6 + (-33)*x^5 + (0)*x^4 + (55)*x^3 + (0)*x^2 + (-33)*x^1 + (-11),(11) * (x^2 - x - 1)^3,11,-33,0,55,0,-33,-11,11,2,F(5),1830125
x^5 + 5*x^4 - 10*x^3 + 10*x^2 - 5*x + 1,(50)*x^6 + (-150)*x^5 + (150)*x^4 + (-50)*x^3 + (0)*x^2 + (0)*x^1 + (0),(50) * (x - 1)^3 * x^3,50,-150,150,-50,0,0,0,50,3,F(5),50000
x^5 + 5*x^4 - 20*x^2 - 5*x + 1,(25)*x^6 + (150)*x^5 + (225)*x^4 + (150)*x^3 + (525)*x^2 + (150)*x^1 + (75),(25) * (x^6 + 6*x^5 + 9*x^4 + 6*x^3 + 21*x^2 + 6*x + 3),25,150,225,150,525,150,75,25,0,F(5),2450000
x^5 + 5*x^4 + 5*x^2 + 1,(25)*x^6 + (-75/2)*x^5 + (-75/2)*x^4 + (-25)*x^3 + (-75/2)*x^2 + (0)*x^1 + (-25/2),(25) * (x + 1) * (x^5 - 5/2*x^4 + x^3 - 2*x^2 + 1/2*x - 1/2),25,-75/2,-75/2,-25,-75/2,0,-25/2,25/2,1,F(5),78125
x^5 + 5*x^4 + x^3 - 13*x^2 + 3*x + 1,(45/2)*x^6 + (105)*x^5 + (54)*x^4 + (-156)*x^3 + (174)*x^2 + (-66)*x^1 + (83/2),(45/2) * (x^6 + 14/3*x^5 + 12/5*x^4 - 104/15*x^3 + 116/15*x^2 - 44/15*x + 83/45),45/2,105,54,-156,174,-66,83/2,1/2,0,F(5),2382032
x^5 + 5*x^4 + 10*x^3 + 20*x^2 + 5*x + 1,(0)*x^6 + (-75)*x^5 + (-75)*x^4 + (200)*x^3 + (450)*x^2 + (75)*x^1 + (-25),(-75) * (x^5 + x^4 - 8/3*x^3 - 6*x^2 - x + 1/3),0,-75,-75,200,450,75,-25,25,1,F(5),42050000
x^5 + 5*x^4 + 10*x^3 + 25*x^2 - 10*x + 1,(0)*x^6 + (-225/2)*x^5 + (225/2)*x^4 + (825)*x^3 + (2025/2)*x^2 + (-450)*x^1 + (75/2),(-225/2) * (x^5 - x^4 - 22/3*x^3 - 9*x^2 + 4*x - 1/3),0,-225/2,225/2,825,2025/2,-450,75/2,75/2,1,F(5),91378125
x^5 + 5*x^4 + 14*x^3 + 18*x^2 - 9*x + 1,(-10)*x^6 + (-30)*x^5 + (294)*x^4 + (794)*x^3 + (600)*x^2 + (-348)*x^1 + (36),(-10) * (x^6 + 3*x^5 - 147/5*x^4 - 397/5*x^3 - 60*x^2 + 174/5*x - 18/5),-10,-30,294,794,600,-348,36,2,0,F(5),7909200
x^5 + 5*x^4 + 14*x^3 + 18*x^2 + 17*x + 1,(-10)*x^6 + (-30)*x^5 + (-96)*x^4 + (-116)*x^3 + (54)*x^2 + (354)*x^1 + (244),(-10) * (x^6 + 3*x^5 + 48/5*x^4 + 58/5*x^3 - 27/5*x^2 - 177/5*x - 122/5),-10,-30,-96,-116,54,354,244,2,0,F(5),8998912
x^5 + 5*x^4 + 15*x^3 + 25*x^2 + 25*x + 1,(-25/2)*x^6 + (-75)*x^5 + (-225)*x^4 + (-150)*x^3 + (300)*x^2 + (825)*x^1 + (1125/2),(-25/2) * (x^6 + 6*x^5 + 18*x^4 + 12*x^3 - 24*x^2 - 66*x - 45),-25/2,-75,-225,-150,300,825,1125/2,25/2,0,F(5),33800000
x^5 + 5*x^4 + 20*x^3 + 10*x^2 + 5*x + 1,(-25)*x^6 + (75)*x^5 + (450)*x^4 + (200)*x^3 + (-75)*x^2 + (-75)*x^1 + (0),(-25) * x * (x^5 - 3*x^4 - 18*x^3 - 8*x^2 + 3*x + 3),-25,75,450,200,-75,-75,0,25,1,F(5),42050000
x^5 + 6*x^4 + 6*x^3 - 11*x^2 - 8*x + 1,(21)*x^6 + (273/2)*x^5 + (273)*x^4 + (179)*x^3 + (327/2)*x^2 + (87)*x^1 + (183/2),(21) * (x^6 + 13/2*x^5 + 13*x^4 + 179/21*x^3 + 109/14*x^2 + 29/7*x + 61/14),21,273/2,273,179,327/2,87,183/2,1/2,0,F(5),6725897
x^5 + 6*x^4 + 23*x^3 + 23*x^2 + 9*x + 1,(-43/2)*x^6 + (69/2)*x^5 + (903/2)*x^4 + (655)*x^3 + (393)*x^2 + (138)*x^1 + (47/2),(-43/2) * (x^6 - 69/43*x^5 - 21*x^4 - 1310/43*x^3 - 786/43*x^2 - 276/43*x - 47/43),-43/2,69/2,903/2,655,393,138,47/2,1/2,0,F(5),3581577
x^5 + 7*x^4 - 8*x^3 + 12*x^2 + 7*x + 1,(69)*x^6 + (-174)*x^5 + (-135)*x^4 + (-560)*x^3 + (195)*x^2 + (186)*x^1 + (19),(69) * (x^6 - 58/23*x^5 - 45/23*x^4 - 560/69*x^3 + 65/23*x^2 + 62/23*x + 19/69),69,-174,-135,-560,195,186,19,1,0,F(5),157216000
x^5 + 7*x^4 - x^3 + 8*x^2 + x + 1,(103/2)*x^6 + (-141/2)*x^5 + (-195/2)*x^4 + (-90)*x^3 + (-15/2)*x^2 + (39/2)*x^1 + (-19),(103/2) * (x^6 - 141/103*x^5 - 195/103*x^4 - 180/103*x^3 - 15/103*x^2 + 39/103*x - 38/103),103/2,-141/2,-195/2,-90,-15/2,39/2,-19,1/2,0,F(5),15962337
x^5 + 7*x^4 + 12*x^3 - 8*x^2 + 7*x + 1,(19)*x^6 + (186)*x^5 + (195)*x^4 + (-560)*x^3 + (-135)*x^2 + (-174)*x^1 + (69),(19) * (x^6 + 186/19*x^5 + 195/19*x^4 - 560/19*x^3 - 135/19*x^2 - 174/19*x + 69/19),19,186,195,-560,-135,-174,69,1,0,F(5),157216000
x^5 + 7*x^4 + 16*x^3 - 10*x^2 + 15*x + 1,(9)*x^6 + (243)*x^5 + (264)*x^4 + (-1080)*x^3 + (-315)*x^2 + (-345)*x^1 + (250),(9) * (x^6 + 27*x^5 + 88/3*x^4 - 120*x^3 - 35*x^2 - 115/3*x + 250/9),9,243,264,-1080,-315,-345,250,1,0,F(5),5583176272
x^5 + 7*x^4 + 23*x^3 - x^2 + 13*x + 1,(-17/2)*x^6 + (249)*x^5 + (609)*x^4 + (-708)*x^3 + (-552)*x^2 + (-192)*x^1 + (343/2),(-17/2) * (x^6 - 498/17*x^5 - 1218/17*x^4 + 1416/17*x^3 + 1104/17*x^2 + 384/17*x - 343/17),-17/2,249,609,-708,-552,-192,343/2,1/2,0,F(5),6710321232
